"","width","gene_id","gene_name","gene_biotype","description","entrezid"
"19119",1136,"WBGene00010485","ant-1.3","protein_coding","Adenine Nucleotide Translocator; Mitochondrial adenine nucleotide translocase 1.3  [Source:UniProtKB/TrEMBL;Acc:G5EFW8]",186855
"19120",2218,"WBGene00003629","nhr-38","protein_coding","Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q21104]",191720
"19121",1805,"WBGene00010486","K01H12.4","protein_coding","NULL",177805
"19122",21,"WBGene00170904","21ur-8796","piRNA","NULL",NA
"19123",3326,"WBGene00003728","nhr-138","protein_coding","Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q95QT4]",3565904
"19124",39,"WBGene00303043","C28D4.18","protein_coding","NULL",36804985
"19125",227,"WBGene00219837","C28D4.17","snoRNA","NULL",NA
"19126",2639,"WBGene00003690","nhr-100","protein_coding","Nuclear hormone receptor family member nhr-100  [Source:UniProtKB/Swiss-Prot;Acc:O17611]",177806
"19127",5885,"WBGene00000509","cka-1","protein_coding","Choline Kinase A  [Source:UniProtKB/TrEMBL;Acc:A0A061AIW1]",177807
"19128",711,"WBGene00007796","C28D4.10","protein_coding","NULL",3565422
"19129",1690,"WBGene00001607","gln-6","protein_coding","GLutamiNe synthetase (Glutamate-ammonia ligase)  [Source:UniProtKB/TrEMBL;Acc:O02225]",177808
"19130",1273,"WBGene00007794","C28D4.7","protein_coding","NULL",182982
"19131",1239,"WBGene00007792","C28D4.4","protein_coding","NULL",182981
"19132",1308,"WBGene00007793","C28D4.5","protein_coding","NULL",177809
"19133",1215,"WBGene00007795","C28D4.8","protein_coding","NULL",182983
"19134",1111,"WBGene00014689","C28D4.11","pseudogene","NULL",NA
"19135",21,"WBGene00170703","21ur-7750","piRNA","NULL",NA
"19136",21,"WBGene00165776","21ur-11536","piRNA","NULL",NA
"19137",21,"WBGene00174972","21ur-14914","piRNA","NULL",NA
"19138",109,"WBGene00219221","mir-5551","miRNA","NULL",NA
"19139",6847,"WBGene00003687","nhr-97","protein_coding","Nuclear hormone receptor family member nhr-97  [Source:UniProtKB/Swiss-Prot;Acc:Q9BJK5]",177810
"19140",21,"WBGene00169089","21ur-12235","piRNA","NULL",NA
"19141",768,"WBGene00011749","ssp-36","protein_coding","Sperm Specific family, class P  [Source:UniProtKB/TrEMBL;Acc:Q94054]",177811
"19142",443,"WBGene00003466","msp-79","protein_coding","Major sperm protein 77/79  [Source:UniProtKB/Swiss-Prot;Acc:Q9TVW5]",177812
"19143",928,"WBGene00011748","T13F2.9","pseudogene","NULL",NA
"19144",447,"WBGene00003465","msp-78","protein_coding","Major sperm protein 78  [Source:UniProtKB/Swiss-Prot;Acc:Q94053]",177814
"19145",961,"WBGene00000301","cav-1","protein_coding","Caveolin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q94051]",177815
"19146",3072,"WBGene00011747","sna-2","protein_coding","Small Nuclear RNA (snRNA) Associated protein  [Source:UniProtKB/TrEMBL;Acc:Q94050]",177816
"19147",2916,"WBGene00011746","T13F2.6","protein_coding","NULL",177817
"19148",3644,"WBGene00011745","sre-4","protein_coding","Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:Q94048]",188477
"19149",21,"WBGene00165430","21ur-10119","piRNA","NULL",NA
"19150",21,"WBGene00168622","21ur-9485","piRNA","NULL",NA
"19151",21,"WBGene00165136","21ur-8989","piRNA","NULL",NA
"19152",2110,"WBGene00011744","T13F2.4","protein_coding","NULL",188476
"19153",4648,"WBGene00004031","pis-1","protein_coding","PIS (Pax-2, IA-1/6, Smad-2 interacting protein) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U370]",177818
"19154",667,"WBGene00011743","T13F2.2","protein_coding","Putative RNA polymerase II transcriptional coactivator  [Source:UniProtKB/Swiss-Prot;Acc:Q94045]",188475
"19155",3210,"WBGene00001396","fat-4","protein_coding","Delta(5) fatty acid desaturase fat-4  [Source:UniProtKB/Swiss-Prot;Acc:G5EG11]",177819
"19156",3097,"WBGene00001395","fat-3","protein_coding","Delta(6)-fatty-acid desaturase fat-3  [Source:UniProtKB/Swiss-Prot;Acc:Q23221]",177820
"19157",4318,"WBGene00012340","dct-15","protein_coding","DAF-16/FOXO Controlled, germline Tumor affecting  [Source:UniProtKB/TrEMBL;Acc:C6KRK5]",189289
"19158",3083,"WBGene00001188","egl-20","protein_coding","Wnt homolog  [Source:UniProtKB/TrEMBL;Acc:G5EG05]",177821
"19159",148,"WBGene00201219","W08D2.13","ncRNA","NULL",NA
"19160",7221,"WBGene00012341","catp-6","protein_coding","Probable cation-transporting ATPase W08D2.5  [Source:UniProtKB/Swiss-Prot;Acc:Q27533]",177822
"19161",149,"WBGene00200430","W08D2.12","ncRNA","NULL",NA
"19162",1218,"WBGene00000697","col-123","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q23222]",177823
"19163",300,"WBGene00199730","W08D2.11","ncRNA","NULL",NA
"19164",110,"WBGene00219229","mir-4934","miRNA","NULL",NA
"19165",4927,"WBGene00012342","mtr-4","protein_coding","mRNA transport homolog 4  [Source:UniProtKB/Swiss-Prot;Acc:Q23223]",177824
"19166",144,"WBGene00014857","W08D2.9","pseudogene","NULL",NA
"19167",1888,"WBGene00002204","kin-21","protein_coding","Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:G5EBM6]",177826
"19168",462,"WBGene00003467","msp-81","protein_coding","Major Sperm Protein  [Source:RefSeq peptide;Acc:NP_501759]",177827
"19169",450,"WBGene00003425","msp-10","protein_coding","Major sperm protein 10/36/56/76  [Source:UniProtKB/Swiss-Prot;Acc:P05634]",177828
"19170",2028,"WBGene00002206","kin-24","protein_coding","Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:D6R8W4]",177829
"19171",519,"WBGene00003449","msp-56","protein_coding","Major sperm protein 10/36/56/76  [Source:UniProtKB/Swiss-Prot;Acc:P05634]",177830
"19172",622,"WBGene00045180","K07F5.17","protein_coding","NULL",4926938
"19173",331,"WBGene00010633","nspd-2","protein_coding","Nematode Specific Peptide family, group D  [Source:UniProtKB/TrEMBL;Acc:Q21293]",177831
"19174",1686,"WBGene00010634","K07F5.6","protein_coding","NULL",177832
"19175",452,"WBGene00010635","K07F5.7","protein_coding","Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q21290]",187118
"19176",1306,"WBGene00010636","K07F5.8","protein_coding","Tyrosine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q21297]",177833
"19177",423,"WBGene00006039","ssp-10","protein_coding","Sperm-specific class P protein 10  [Source:UniProtKB/Swiss-Prot;Acc:Q21289]",177834
"19178",1060,"WBGene00006050","ssq-1","protein_coding","Sperm-Specific family, class Q  [Source:UniProtKB/TrEMBL;Acc:Q21294]",177835
"19179",2056,"WBGene00010637","K07F5.12","protein_coding","NULL",187119
"19180",3631,"WBGene00003787","npp-1","protein_coding","Nuclear Pore complex Protein  [Source:UniProtKB/TrEMBL;Acc:Q9U3C1]",177836
"19181",1856,"WBGene00010638","K07F5.14","protein_coding","NULL",177837
"19182",776,"WBGene00010640","K07F5.16","protein_coding","NULL",3565979
"19183",859,"WBGene00303023","K07F5.22","protein_coding","NULL",177838
"19184",349,"WBGene00010639","K07F5.15","protein_coding","NULL",36805026
"19185",114,"WBGene00200908","K07F5.20","ncRNA","NULL",NA
"19186",21,"WBGene00170901","21ur-11056","piRNA","NULL",NA
"19187",221,"WBGene00219551","K07F5.21","ncRNA","NULL",NA
"19188",2824,"WBGene00003603","nhr-4","protein_coding","Nuclear hormone receptor family member nhr-4  [Source:UniProtKB/Swiss-Prot;Acc:O45436]",177839
"19189",2252,"WBGene00009320","F32B6.3","protein_coding","NULL",177840
"19190",2595,"WBGene00009319","mccc-1","protein_coding","MethylCrotonoyl-Coenzyme A Carboxylase (Alpha)  [Source:UniProtKB/TrEMBL;Acc:O45430]",177841
"19191",21,"WBGene00171159","21ur-13999","piRNA","NULL",NA
"19192",2740,"WBGene00009324","ttbk-3","protein_coding","Tau TuBulin Kinase  [Source:UniProtKB/TrEMBL;Acc:A0A061ACJ5]",185199
"19193",1454,"WBGene00009321","F32B6.4","protein_coding","NULL",177842
"19194",1041,"WBGene00006056","sss-1","protein_coding","Sperm-Specific family, class S  [Source:UniProtKB/TrEMBL;Acc:Q9XVP7]",177843
"19195",443,"WBGene00003464","msp-77","protein_coding","Major sperm protein 77/79  [Source:UniProtKB/Swiss-Prot;Acc:Q9TVW5]",177844
"19196",760,"WBGene00006049","ssp-32","protein_coding","Sperm-specific class P protein 32  [Source:UniProtKB/Swiss-Prot;Acc:O45433]",191963
"19197",203,"WBGene00201072","F32B6.14","ncRNA","NULL",NA
"19198",127,"WBGene00199778","F32B6.13","ncRNA","NULL",NA
"19199",3502,"WBGene00009322","tbc-3","protein_coding","TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:O45434]",177845
"19200",1996,"WBGene00009323","best-13","protein_coding","Bestrophin homolog 13  [Source:UniProtKB/Swiss-Prot;Acc:O45435]",185198
"19201",129,"WBGene00199588","F25H8.16","ncRNA","NULL",NA
"19202",152,"WBGene00198828","F25H8.14","ncRNA","NULL",NA
"19203",115,"WBGene00196936","F25H8.9","ncRNA","NULL",NA
"19204",137,"WBGene00201690","F25H8.24","ncRNA","NULL",NA
"19205",220,"WBGene00200684","F25H8.21","ncRNA","NULL",NA
"19206",113,"WBGene00200130","F25H8.19","ncRNA","NULL",NA
"19207",259,"WBGene00200143","F25H8.20","ncRNA","NULL",NA
"19208",122,"WBGene00197267","F25H8.10","ncRNA","NULL",NA
"19209",140,"WBGene00201653","F25H8.23","ncRNA","NULL",NA
"19210",145,"WBGene00201929","F25H8.25","ncRNA","NULL",NA
"19211",286,"WBGene00200109","F25H8.18","ncRNA","NULL",NA
"19212",205,"WBGene00200727","F25H8.22","ncRNA","NULL",NA
"19213",132,"WBGene00198130","F25H8.11","ncRNA","NULL",NA
"19214",347,"WBGene00198674","F25H8.13","ncRNA","NULL",NA
"19215",196,"WBGene00198914","F25H8.15","ncRNA","NULL",NA
"19216",140,"WBGene00199877","F25H8.17","ncRNA","NULL",NA
"19217",5467,"WBGene00009133","bed-3","protein_coding","Zinc finger BED domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q19787]",184940
"19218",93,"WBGene00198652","F25H8.12","ncRNA","NULL",NA
"19219",123,"WBGene00195348","F25H8.8","ncRNA","NULL",NA
"19220",6269,"WBGene00001113","dur-1","protein_coding","Dauer Up-Regulated  [Source:UniProtKB/TrEMBL;Acc:A0A061ACN9]",177846
"19221",1342,"WBGene00009131","F25H8.1","protein_coding","NULL",177847
"19222",1645,"WBGene00009132","F25H8.2","protein_coding","NULL",177848
"19223",376,"WBGene00004974","spe-29","protein_coding","Spermiogenesis protein SPE-29  [Source:UniProtKB/TrEMBL;Acc:G5ED71]",177849
"19224",18667,"WBGene00001650","gon-1","protein_coding","A disintegrin and metalloproteinase with thrombospondin motifs gon-1  [Source:UniProtKB/Swiss-Prot;Acc:Q19791]",177850
"19225",150,"WBGene00198993","T13H10.13","ncRNA","NULL",NA
"19226",150,"WBGene00200463","T13H10.15","ncRNA","NULL",NA
"19227",211,"WBGene00197813","T13H10.9","ncRNA","NULL",NA
"19228",21,"WBGene00171324","21ur-14873","piRNA","NULL",NA
"19229",266,"WBGene00198832","T13H10.11","ncRNA","NULL",NA
"19230",125,"WBGene00197315","T13H10.8","ncRNA","NULL",NA
"19231",137,"WBGene00198359","T13H10.10","ncRNA","NULL",NA
"19232",122,"WBGene00195384","T13H10.4","ncRNA","NULL",NA
"19233",122,"WBGene00196161","T13H10.6","ncRNA","NULL",NA
"19234",226,"WBGene00200354","T13H10.14","ncRNA","NULL",NA
"19235",141,"WBGene00198867","T13H10.12","ncRNA","NULL",NA
"19236",224,"WBGene00201272","T13H10.17","ncRNA","NULL",NA
"19237",118,"WBGene00200975","T13H10.16","ncRNA","NULL",NA
"19238",148,"WBGene00196943","T13H10.7","ncRNA","NULL",NA
"19239",58,"WBGene00195852","T13H10.5","ncRNA","NULL",NA
"19240",2386,"WBGene00011762","T13H10.2","protein_coding","NULL",259589
"19241",2087,"WBGene00002193","kin-5","protein_coding","Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:G5EC46]",188489
"19242",1801,"WBGene00008154","C47E12.11","protein_coding","NULL",183557
"19243",616,"WBGene00008155","C47E12.12","protein_coding","NULL",3565389
"19244",21,"WBGene00174018","21ur-13674","piRNA","NULL",NA
"19245",1185,"WBGene00008153","C47E12.10","protein_coding","NULL",183556
"19246",813,"WBGene00008152","C47E12.9","protein_coding","NULL",183555
"19247",889,"WBGene00044240","C47E12.14","protein_coding","NULL",3564863
"19248",2649,"WBGene00000964","dhp-2","protein_coding","Dihydropyrimidinase 2  [Source:UniProtKB/Swiss-Prot;Acc:Q18677]",177852
"19249",1553,"WBGene00008151","rrp-1","protein_coding","Ribosomal RNA processing protein 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q18674]",177853
"19250",160,"WBGene00198738","C47E12.17","ncRNA","NULL",NA
"19251",6484,"WBGene00008150","mam-2","protein_coding","MAM (Meprin, A5-protein, PTPmu) domain protein  [Source:UniProtKB/TrEMBL;Acc:Q8I4M2]",177854
"19252",144,"WBGene00197745","C47E12.16","ncRNA","NULL",NA
"19253",166,"WBGene00199288","C47E12.18","ncRNA","NULL",NA
"19254",5365,"WBGene00006699","uba-1","protein_coding","UBA (Human ubiquitin) related  [Source:UniProtKB/TrEMBL;Acc:Q27481]",177855
"19255",3561,"WBGene00008149","pyp-1","protein_coding","Inorganic pyrophosphatase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q18680]",177856
"19256",2800,"WBGene00008148","C47E12.3","protein_coding","alpha-1,2-Mannosidase  [Source:UniProtKB/TrEMBL;Acc:Q18679]",177857
"19257",1563,"WBGene00008147","C47E12.2","protein_coding","NULL",177858
"19258",1874,"WBGene00005663","sars-1","protein_coding","Probable serine--tRNA ligase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:Q18678]",177859
"19259",1323,"WBGene00008156","C47E12.13","protein_coding","NULL",3565731
"19260",124,"WBGene00197527","F44D12.17","ncRNA","NULL",NA
"19261",124,"WBGene00200799","F44D12.18","ncRNA","NULL",NA
"19262",4834,"WBGene00009678","magu-4","protein_coding","MAGUK family  [Source:UniProtKB/TrEMBL;Acc:S6F5A3]",177860
"19263",21,"WBGene00174184","21ur-11264","piRNA","NULL",NA
"19264",2441,"WBGene00009679","F44D12.2","protein_coding","NULL",177861
"19265",21,"WBGene00166432","21ur-13164","piRNA","NULL",NA
"19266",3862,"WBGene00009686","ent-7","protein_coding","Equilibrative Nucleoside Transporter  [Source:UniProtKB/TrEMBL;Acc:E1B6S0]",177862
"19267",21,"WBGene00173347","21ur-14755","piRNA","NULL",NA
"19268",168,"WBGene00219418","F44D12.19","protein_coding","NULL",24104583
"19269",443,"WBGene00009680","msd-1","protein_coding","Major Sperm protein Domain containing  [Source:UniProtKB/TrEMBL;Acc:G5EEJ7]",177863
"19270",1936,"WBGene00009685","F44D12.8","protein_coding","NULL",177864
"19271",1254,"WBGene00009681","gipc-2","protein_coding","GIPC (RGS-GAIP Interacting Protein C) homolog  [Source:UniProtKB/TrEMBL;Acc:Q20393]",177865
"19272",444,"WBGene00009682","msd-2","protein_coding","Major Sperm protein Domain containing  [Source:UniProtKB/TrEMBL;Acc:G5EEJ7]",260109
"19273",106,"WBGene00194914","F44D12.16","protein_coding","NULL",13197649
"19274",184,"WBGene00045002","F44D12.12","pseudogene","NULL",NA
"19275",1458,"WBGene00009683","F44D12.6","protein_coding","NULL",260110
"19276",330,"WBGene00009684","msd-3","protein_coding","Major Sperm protein Domain containing  [Source:UniProtKB/TrEMBL;Acc:G5EEJ7]",177866
"19277",440,"WBGene00009687","F44D12.10","protein_coding","NULL",185732
"19278",1592,"WBGene00014375","F44D12.11","pseudogene","NULL",NA
"19279",1131,"WBGene00011424","dhs-31","protein_coding","DeHydrogenases, Short chain  [Source:UniProtKB/TrEMBL;Acc:D3KFT5]",188051
"19280",1303,"WBGene00011421","T04B2.1","pseudogene","NULL",NA
"19281",2557,"WBGene00001487","frk-1","protein_coding","Fer-related kinase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q22146]",191635
"19282",3147,"WBGene00011422","T04B2.3","protein_coding","NULL",177868
"19283",608,"WBGene00044018","T04B2.8","protein_coding","NULL",3565520
"19284",2365,"WBGene00005723","srv-12","protein_coding","Serpentine Receptor, class V  [Source:UniProtKB/TrEMBL;Acc:Q22148]",188050
"19285",30,"WBGene00044983","T04B2.9","ncRNA","NULL",NA
"19286",2215,"WBGene00011425","T04B2.7","protein_coding","NULL",353431
"19287",21,"WBGene00167154","21ur-13645","piRNA","NULL",NA
"19288",6259,"WBGene00011423","ipla-7","protein_coding","Intracelllar PhosphoLipase A family  [Source:UniProtKB/TrEMBL;Acc:G5EF58]",177869
"19289",21,"WBGene00166523","21ur-14738","piRNA","NULL",NA
"19290",2428,"WBGene00000858","cwn-2","protein_coding","NULL",177870
"19291",2357,"WBGene00012170","W01B6.3","protein_coding","NULL",189080
"19292",1763,"WBGene00012169","ttbk-4","protein_coding","Tau TuBulin Kinase  [Source:UniProtKB/TrEMBL;Acc:Q23103]",177871
"19293",362,"WBGene00012171","W01B6.4","protein_coding","NULL",189081
"19294",2381,"WBGene00012172","W01B6.5","protein_coding","Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:Q23102]",189082
"19295",273,"WBGene00077750","W01B6.11","pseudogene","NULL",NA
"19296",1456,"WBGene00012173","W01B6.6","protein_coding","NULL",189083
"19297",96,"WBGene00045182","W01B6.10","pseudogene","NULL",NA
"19298",950,"WBGene00012174","W01B6.8","protein_coding","NULL",189084
"19299",21,"WBGene00167487","21ur-14258","piRNA","NULL",NA
"19300",985,"WBGene00000593","col-2","protein_coding","Cuticle collagen 2  [Source:UniProtKB/Swiss-Prot;Acc:P17656]",177872
"19301",150,"WBGene00198720","W01B6.15","ncRNA","NULL",NA
"19302",21,"WBGene00167449","21ur-14295","piRNA","NULL",NA
"19303",2301,"WBGene00003576","ndc-80","protein_coding","Kinetochore protein ndc-80  [Source:UniProtKB/Swiss-Prot;Acc:Q17635]",177873
"19304",1528,"WBGene00007304","ttr-39","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q17629]",182231
"19305",1722,"WBGene00007305","ttbk-5","protein_coding","Tau TuBulin Kinase  [Source:UniProtKB/TrEMBL;Acc:Q17631]",182232
"19306",21,"WBGene00166790","21ur-13929","piRNA","NULL",NA
"19307",451,"WBGene00014665","C04G2.3","pseudogene","NULL",NA
"19308",1062,"WBGene00007306","C04G2.5","protein_coding","NULL",182233
"19309",454,"WBGene00003432","msp-36","protein_coding","Major sperm protein 10/36/56/76  [Source:UniProtKB/Swiss-Prot;Acc:P05634]",177874
"19310",9361,"WBGene00001001","dis-3","protein_coding","Probable exosome complex exonuclease RRP44  [Source:UniProtKB/Swiss-Prot;Acc:Q17632]",177875
"19311",3496,"WBGene00001204","egl-38","protein_coding","PAX protein  [Source:UniProtKB/TrEMBL;Acc:G5ED14]",177876
"19312",1231,"WBGene00007307","spch-1","protein_coding","SPerm CHromatin enriched  [Source:UniProtKB/TrEMBL;Acc:Q17626]",177877
"19313",308,"WBGene00045104","C04G2.12","pseudogene","NULL",NA
"19314",1418,"WBGene00007308","C04G2.9","protein_coding","NULL",177878
"19315",605,"WBGene00255426","C04G2.14","ncRNA","NULL",NA
"19316",2696,"WBGene00007309","C04G2.10","protein_coding","NULL",182234
"19317",2846,"WBGene00007310","irld-21","protein_coding","Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:G5EDS6]",182235
"19318",4556,"WBGene00010676","ctf-18","protein_coding","Chromosome Transmission Fidelity factor homolog  [Source:UniProtKB/TrEMBL;Acc:Q21350]",177879
"19319",2208,"WBGene00010677","gtbp-1","protein_coding","Ras-Gtpase-activating protein SH3 (Three) domain-Binding Protein  [Source:UniProtKB/TrEMBL;Acc:Q21351]",177880
"19320",73,"WBGene00200940","K08F4.14","ncRNA","NULL",NA
"19321",988,"WBGene00010678","K08F4.3","protein_coding","Translocon-associated protein subunit beta  [Source:UniProtKB/TrEMBL;Acc:Q21352]",177881
"19322",3027,"WBGene00001621","glt-3","protein_coding","Putative sodium-dependent excitatory amino acid transporter glt-3  [Source:UniProtKB/Swiss-Prot;Acc:Q21353]",177882
"19323",956,"WBGene00010679","K08F4.5","protein_coding","NULL",187164
"19324",981,"WBGene00010680","K08F4.12","protein_coding","NULL",3565252
"19325",906,"WBGene00001751","gst-3","protein_coding","Glutathione S-transferase 3  [Source:UniProtKB/Swiss-Prot;Acc:O16116]",177883
"19326",1184,"WBGene00001750","gst-2","protein_coding","Glutathione S-transferase 2  [Source:UniProtKB/Swiss-Prot;Acc:O16115]",177884
"19327",89,"WBGene00235166","K08F4.15","antisense_RNA","NULL",NA
"19328",965,"WBGene00001752","gst-4","protein_coding","Glutathione S-transferase 4  [Source:UniProtKB/Swiss-Prot;Acc:Q21355]",177886
"19329",464,"WBGene00003434","msp-38","protein_coding","Major sperm protein 38  [Source:UniProtKB/Swiss-Prot;Acc:P53020]",177887
"19330",181,"WBGene00003433","msp-37","pseudogene","NULL",NA
"19331",144,"WBGene00045012","K08F4.13","pseudogene","NULL",NA
"19332",974,"WBGene00000975","dhs-12","protein_coding","DeHydrogenases, Short chain  [Source:UniProtKB/TrEMBL;Acc:G5EG13]",177888
"19333",880,"WBGene00011777","T14G10.8","protein_coding","NULL",177889
"19334",2008,"WBGene00011776","hpo-5","protein_coding","NULL",3565629
